Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link
Toyota,Corolla,Dealer,22999,2020,"Antioch, CA",25341,4,Navy Blue ,Automatic,5YFVPRAE2LP146667,1.8L Inline-4 Gas,"KBB.com 10 Coolest New Cars Under $20,000. Delivers 38 Highway MPG and 30 City MPG! This Toyota Corolla boasts a Regular Unleaded I-4 1.8 L/110 engine powering this Variable transmission. ",truecar.com/used-cars-for-sale/listing/5YFVPRAE2LP146667/?buyOnline=false
Toyota,Camry,Dealer,8295,2012,"Saucier, MS",172982,4, Black,Automatic,4T1BF1FK5CU631440,178 hp 2.5L I4,"Air Conditioning: Std.,Alloy Wheels: Std.,Anti-Brake System: 4-Wheel ABS,ABS Brakes: Std.,Air Conditioning: Std.,Alloy Wheels: Std.,Anti-Brake System: 4-Wheel ABS,Automatic Headlights: Std.,Cargo Area Tiedowns: Std.,Cargo Net: Opt.,Cargo Volume: 15.40,Child Safety Door Locks: Std.,Cruise Control: Std.,Curb Weight-automatic: 3240,Daytime Running Lights: Std.,Dealer Invoice: $20,930,Destination Charge: $760,Driver Airbag: Std.,Driver Multi-Adjustable Power Seat: Opt.,Electronic Brake Assistance: Std.,Electronic Parking Aid: Opt.,Fog Lights: Std.,Front Air Dam: Std.,Front Brake Type: Disc,Front Headroom: 38.80,Front Heated Seat: Opt.,Front Hip Room: 54.50,Front Legroom: 41.60,Front Shoulder Room: 58.00,Front Side Airbag: Std.,Front Spring Type: Coil,Front Suspension: Ind,Ground Clearance: 6.10,Heated Exterior Mirror: Std.,Interval Wipers: Std.,Keyless Entry: Std.,Leather Seat: Opt.,Leather Steering Wheel: Std.,MSRP: $23,000,Manual Sunroof: Opt.,Navigation Aid: Opt.,Overall Height: 57.90,Overall Length: 189.20,Overall Width: 71.70,Passenger Airbag: Std.,Passenger Multi-Adjustable Power Seat: Opt.,Passenger Volume: 102.70,Power Adjustable Exterior Mirror: Std.,Power Door Locks: Std.,Power Sunroof: Opt.,Power Windows: Std.,Powertrain Duration: 60,Rear Brake Type: Disc,Rear Headroom: 38.10,Rear Hip Room: 54.50,Rear Legroom: 38.90,Rear Shoulder Room: 56.60,Rear Spoiler: Std.,Rear Spring Type: Coil,Rear Suspension: Ind,Rear Window Defogger: Std.,Remote Ignition: Opt.,Second Row Folding Seat: Std.,Second Row Side Airbag: Std.,Second Row Sound Controls: Opt.,Side Head Curtain Airbag: Std.,Standard Seating: 5,Steering Wheel Mounted Controls: Std.,Subwoofer: Opt.,Tachometer: Std.,Tank: 17.00,Telescopic Steering Column: Std.,Tilt Steering Column: Std.,Tilt Steering: Std.,Tire Pressure Monitor: Std.,Tires: 215/55R17,Track Front: 62.00,Track Rear: 61.60,Traction Control: Std.,Trip Computer: Std.,Trunk Anti-Trap Device: Std.,Turning Diameter: 36.70,Vehicle Anti-Theft: Std.,Vehicle Stability Control System: Std.,Warranty Distance: 36,000,Warranty Distance: 60,000,Warranty Duration: 36,Wheelbase: 109.30,ABS Brakes: Std.",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=15222&showNegotiable=true&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=50000&sortType=DEAL_SCORE&entitySelectingHelper.selectedEntity=d292#listing=339063880/NONE
Toyota,Corolla,Dealer,20400,2020,"Fredericksburg, VA",37390,4,Black ,Automatic,5YFEPRAE2LP021104,1.8L Inline-4 Gas,"This vehicle has been Virginia State Inspected, fully and professionally detailed, and evaluated by our in-house technicians. It runs well, regular maintenance is performed, in mint condition with spotless interior, seats as good as a new vehicle, family friendly and drives great.",https://www.truecar.com/used-cars-for-sale/listing/5YFEPRAE2LP021104/?buyOnline=false
Toyota,Corolla,Dealer,18097,2020,"Chesapeake, VA",69137,4,Gray ,Automatic,5YFEPRAE3LP028398,1.8L Inline-4 Gas,Test drive your selected car on your own for up to 2 days. Your personal Sales Specialist will schedule your test drive at an Avis location and time of your choice. Financing is available. You know us. You trust us.Avis Car Sales.,truecar.com/used-cars-for-sale/listing/5YFEPRAE3LP028398/?buyOnline=false
Toyota,Highlander,Dealer,33568,2019,"Newburgh, NY",45746,4,Midnight Black Metallic,Automatic,5TDBZRFH0KS702657,3.5L V-6 cyl,Shoreline Blue Pearl,https://www.newburghtoyota.com/certified/Toyota/2019-Toyota-Highlander-bbfd8f580a0e0a9270585683d49b8b3e.htm
Toyota,Camry,Dealer,19499,2019,"San Jose, CA",98572,4,White ,Automatic,4T1B11HK5KU772289,2.5L Inline-4 Gas,This is a CarMommy 'Current Condition' vehicle! Current condition means vehicle is sold in 'AS IS' condition meaning no warranties are included or implied unless expressly stated or sold separately.,truecar.com/used-cars-for-sale/listing/4T1B11HK5KU772289/2019-toyota-camry/
Toyota,Highlander,Dealer,35998,2022,"Fort Wayne, IN",50000,4,Gray,Automatic,5TDJZRFH8JS853059,3.5L V-6 cyl,,https://www.carmax.com/car/22729079
Toyota,Corolla,Dealer,21590,2017, Bridgeville,35417,4,black,Automatic,JTNKARJE7HJ544839,Immobilizer,My little car is perfect for picking up 3-4 bags of horse feed on my way home from work instead of using the truck. It has many features on it that my more expensive vehicles do not have and I really appreciate that. It's a pretty cool car...even looks nice going down the road.,https://www.carvana.com/vehicle/2156809
Toyota,Rav4,Dealer,26885,2019,"Frederick, MD",83418,4,White,Automatic,2T3F1RFV9KC010900,4 Cyl - 2.5 L,2019 Toyota RAV4 LE,https://www.darcarstoyotaoffrederick.com/used-Frederick-2019-Toyota-RAV4-LE-2T3F1RFV9KC010900
Toyota,Rav4,Dealer,30985,2019,"Golden Valley, MN",56671,4,Blueprint,Automatic,JTMP1RFV5KJ002035,Regular Unleaded I-4 2.5 L/152,Certified Pre-Owned 2019 Toyota RAV4 XLE AWD,https://www.rudyluthertoyota.com/inventory/certified-used-2019-toyota-rav4-xle-awd-sport-utility-jtmp1rfv5kj002035/
Toyota,Highlander,Dealer,35990,2020, Bridgeville,53263,4,black,Automatic,5TDGZRAH5LS505661,"V6, 3.5 Liter","FEATURES
SAFETY AND SECURITY
Backup Camera
Lane Departure Alert
F&R Head Curtain Air Bags
Side Air Bags
Dual Air Bags
Knee Air Bags
COMFORT AND CONVENIENCE
Air Conditioning, Rear
Power Liftgate Release
Air Conditioning
Alarm System
Dynamic Radar Cruise Control
Keyless Entry
Power Windows
Power Door Locks
Push Button Start
ENTERTAINMENT AND INSTRUMENTATION
AM/FM/HD Radio
Safety Connect
Bluetooth Wireless
SiriusXM Satellite",https://www.carvana.com/vehicle/2466421
Toyota,Camry,Dealer,21299,2018,"Miami, FL",64140,4,White,Automatic,4T1B11HK6JU607365,2.5L I4 DOHC 16V,Pre-Owned 2018 Toyota Camry SE 4D Sedan FWD,https://www.toyotaofnorthmiami.com/inventory/used-2018-toyota-camry-se-fwd-4d-sedan-4t1b11hk6ju607365/
Toyota,Camry,Dealer,21590,2015,Bridgeville,40388,4,black,Automatic,4T1BF1FK5FU073108,"4-Cyl, 2.5 Liter","HIGHLIGHTS
Power Seat Controls
Bluetooth
Explore in 360
Backup Camera
Explore in 360
Infotainment System
No Reported Accidents",https://www.carvana.com/vehicle/2481164#vehicle-details
Toyota,Rav4,Dealer,27990,2019,Bridgeville,52555,4,black,Automatic,JTMH1RFV5KJ006560,"4-Cyl, 2.5 Liter","FEATURES
COMFORT AND CONVENIENCE
Keyless Entry
Dynamic Cruise Control
Air Conditioning
Power Door Locks
Power Windows
EXTERIOR
Rear Spoiler
BRAKING AND TRACTION
Hill Start Assist Control
Advanced Stability Control
Traction Control
ABS (4-Wheel)",https://www.carvana.com/vehicle/2501461
Toyota,Corolla,Dealer,25462,2020,"Thorndale, PA",4,4,Silver,Automatic,LP063069,4 Cyl,2020 TOYOTA COROLLA XLE,https://www.carstory.com/detail/2020-toyota-corolla-vroom-5YFFPRAEXLP063069
Toyota,Rav4,Dealer,29990,2019,Bridgeville,55483,4,white,Automatic,2T3P1RFV3KW029171,"4-Cyl, 2.5L","STANDARD EQUIPMENT
LED daytime running lights
Tire pressure monitoring system
Integrated fog lights
Intermittent rear window wiper
Hill Start Assist Control
Variable intermittent windshield wipers
Adjustable front seatbelt shoulder anchors
Dual chrome exhaust tips
Anti-theft system with engine immobilizer
All-wheel drive
Day/night rearview mirror
Fleet Credit
Rent A Car Program
17-in. 5-spoke silver alloy wheels with 225/65R17 tires
3-point seatbelts for all seating positions; driver- side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger seatbelts
60/40 split reclining fold-flat rear seat with center armrest and cup holders",https://www.carvana.com/vehicle/2423338
Toyota,Rav4,Dealer,19990,2014, Bridgeville,70567,4,red,Automatic,JTMBFREV6ED076340,"4-Cyl, 2.5L","STANDARD EQUIPMENT
Rear spoiler
Tire pressure monitoring system
Child protector rear door locks
Cruise control
Daytime running lights
Remote Keyless Entry System
6-speed automatic transmission
Illuminated entry system
Backup camera
Intermittent windshield wipers
4-wheel independent suspension
4-wheel disc brakes",https://www.carvana.com/vehicle/2442525
Toyota,Camry,Dealer,23998,2017,"Cleveland East, OH",24000,4,Black,Automatic,4T1BF1FK4HU722674,"4-cyl, Gas, 2.5L","New Pair of Tires
Replaced 2 tires to meet our standards
Low Miles Per Year
Less than 9,000 miles per year
The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control",https://www.carmax.com/car/22233281
Toyota,Highlander,Individual,45998,2019,"Akron, OH",33000,4,Black,Automatic,5TDJGRFH4KS067931,"6-cyl, Hybrid, 3.5L","ingle Owner
Reported by AutoCheck¨. View History Report 
Well-Equipped
Third Row Seat, Automated Cruise Control, 4WD/AWD, Leather Seats
Manufacturer Warranty
Balance of 3 Years or 36,000 Miles may apply.",https://www.carmax.com/car/23100355
Toyota,Camry,Dealer,17998,2011,"Dayton, OH",73000,4,Gray/Tan,Automatic,4T1BF3EK7BU193256,"4-cyl, Gas, 2.5L","Low Miles Per Year
Less than 9,000 miles per year
Alloy Wheels, Cloth Seats, Cruise Control, CD Audio, Auxiliary Audio Input 
150K miles or 48 months of coverage available
Optional MaxCare covers all major systems, offers flexible plan pricing, and hassle-free repairs.",https://www.carmax.com/car/22958004
Toyota,Corolla,Dealer,21998,2018,"Dayton, OH",54000,4,White,Automatic,2T1BURHE9JC055619,"4-cyl, Gas, 1.8L","Well-Equipped
Automated Cruise Control, Lane Departure Warning, Rear View Camera ...See All Features.
Fuel Efficient
28 City / 36 Hwy
150K miles or 60 months of coverage available
Optional MaxCare covers all major systems, offers flexible plan pricing, and hassle-free repairs. ",https://www.carmax.com/car/22958301
Toyota,Corolla,Individual,21998,2017,"Dayton, OH",60000,4,Red,Automatic,2T1BURHE3HC834539,"4-cyl, Gas, 1.8L","Single Owner
Reported by AutoCheck¨. View History Report 
New Pair of Tires
Replaced 2 tires to meet our standards
Loaded
Automated Cruise Control, Lane Departure Warning, Leatherette & Cloth ...",https://www.carmax.com/car/22958295
Toyota,Rav4,Dealer,31998,2019,"Cleveland, OH",27000,4,Black,Automatic,2T3F1RFV8KW043921,"4-cyl, Gas, 2.5L","New Arrival, Manufacturer Warranty
Balance of 3 Years or 36,000 Miles may apply. See store for details.",https://www.carmax.com/car/22085460
Toyota,Camry,Individual,22601,2017,"2183 Hebron Rd,ÊHeath,ÊOHÊ43056",67571,4 Door Sedan,Red Exterior Color,Automatic,4T1BF1FKXHU661864,4-Cyl,6 speed; 5 seats,https://www.carvana.com/vehicle/2503509
Toyota,Camry,Individual,24590,2019,"1100 Family Dollar,ÊWest Memphis,ÊARÊ72301",48500,4 Door Sedan,Black Exterior Color,Automatic,4T1B11HK4KU806660,4-Cyl,8-Spd w/Sequential Shift; 5 seats,https://www.carvana.com/vehicle/2400462
Toyota,Highlander,Individual,25811,2015,"2183 Hebron Rd,ÊHeath,ÊOHÊ43056",81080,4 Door SUV,Silver Exterior Color,Automatic,5TDZKRFH4FS089824,6-Cyl,6 speed; 8 seats,https://www.carvana.com/vehicle/2085468
Toyota,Camry,Individual,18990,2014,"2183 Hebron Rd,ÊHeath,ÊOHÊ43056",40405,4 Door Sedan,White Exterior Color,Automatic,4T4BF1FK8ER390921,4-Cyl,6 speed; 5 seats,https://www.carvana.com/vehicle/2451652
Toyota,Camry,Individual,22990,2018,"1100 Family Dollar,ÊWest Memphis,ÊARÊ72301",61000,4 Door Sedan,Silver Exterior Color,Automatic,4T1B11HK4JU660453,4-Cyl,8-Spd SeqShft; 5 seats,https://www.carvana.com/vehicle/1968421
Toyota,Corolla,Individual,11579,2014,"2183 Hebron Rd,ÊHeath,ÊOHÊ43056",77032,4 Door Sedan,White Exterior Color,Automatic,5YFBURHE2EP026663,4-Cyl,Continuously Variable; 5 seats,https://www.carvana.com/vehicle/2504490
Toyota,Corolla,Individual,23990,2020,"2183 Hebron Rd,ÊHeath,ÊOHÊ43056",22669,4 Door Sedan,Black Exterior Color,Automatic,5YFEPRAE7LP075630,4-Cyl,38 Hwy; 5 seats,https://www.carvana.com/vehicle/2451010
Toyota,Corolla,Dealer,6350,2009,"Mount Pleasant, PA",150000,4,Beige,Automatic,JTDBL40E499046989,1.8L 4cyl 4A,"Vehicle Summary
150,000 Miles
Exterior Color
Ext: Classic Silver Metallic
Automatic Transmission
Front Wheel Drive
Max Towing Capacity: 1,500 lbs.
27 City / 35 HwyBased On Model Year EPA Mileage Ratings. Use For Comparison Purposes Only. Your Mileage Will Vary Depending On How You Drive And Maintain Your Vehicle, Driving Conditions, Battery-Pack Age/Condition And Other Factors.
5 Seats",https://www.edmunds.com/toyota/corolla/2009/vin/JTDBL40E499046989/?radius=50
Toyota,Camry,,,,"Uniontown, PA",222911,4,Barcelona Red Metallic,Automatic,4T1BF1FK2CU620590,2.5L 4cyl 6A,"Vehicle Summary
222,911 Miles
Exterior Color
Ext: Barcelona Red Metallic
Interior Color
Int: Black Leather/Suede
Automatic Transmission
Front Wheel Drive
Gas Engine
178 Horsepower
25 City / 35 HwyBased On Model Year EPA Mileage Ratings. Use For Comparison Purposes Only. Your Mileage Will Vary Depending On How You Drive And Maintain Your Vehicle, Driving Conditions, Battery-Pack Age/Condition And Other Factors.
5 Seats",https://www.edmunds.com/toyota/camry/2012/vin/4T1BF1FK2CU620590/?radius=50
Toyota,Highlander,Dealer,44994,2021,"Triadelphia, WV",15237,4,Blizzard Pearl,Automatic,5TDJZRBH3MS108052,3.5L 6cyl 8A,"Vehicle Summary
15,327 Miles
Exterior Color
Ext: Blizzard Pearl
Interior Color
Int: Black Mixed Media Leatherette
Automatic Transmission
All Wheel Drive
Gas Engine
295 Horsepower
Max Towing Capacity: 5,000 lbs.
Max Payload Capacity: 1,565 lbs.
20 City / 27 HwyBased On Model Year EPA Mileage Ratings. Use For Comparison Purposes Only. Your Mileage Will Vary Depending On How You Drive And Maintain Your Vehicle, Driving Conditions, Battery-Pack Age/Condition And Other Factors.
7 Seats",https://www.edmunds.com/toyota/highlander/2021/vin/5TDJZRBH3MS108052/?radius=50
Toyota,Corolla,Dealer,24990,2020,South Hills Toyota,18232,4,FC20,Automatic,5YFS4RCE0LP012653,1.8L,2020 Toyota Corolla SE,https://www.cars.com/vehicledetail/bdf7a4d1-0e4d-4e39-9a4a-d39c2858f492/
Toyota,Corolla,Dealer,24790,2020,South Hills Toyota,20261,4,FC23,Automatic,JTDP4RCE0LJ014705,1.8L,Toyota Certified 2020 Toyota Corolla SE,https://www.cars.com/vehicledetail/dba471a6-32d4-4bbb-b8f7-d126fcf27304/
Toyota,Camry,Dealer,17998,2012,"Columbus Sawmill, OH",91000,4,black,Automatic,4T1BF1FK1CU090483,"4-cyl, Gas, 2.5L","Single Owner
150K miles or 36 months of coverage available",https://www.carmax.com/car/23200022
Toyota,Corolla,Dealer,21800,2020,Brewer Airport Toyota,41938,4,Light Gray,Automatic,JTDEPRAE5LJ023711,1.8L I4 16V MPFI DOHC,Toyota Certified 2020 Toyota Corolla LE,https://www.cars.com/vehicledetail/155e1fb5-0224-4554-abc0-a95805818f70/
Toyota,Corolla,Dealer,19508,2020,Subaru of South Hills,85259,4,Black,Automatic,5YFEPRAE8LP097331,1.8L I4 16V MPFI DOHC,Used 2020 Toyota Corolla LE,https://www.cars.com/vehicledetail/84c6392c-3122-4c5d-b0d3-53e97fad8940/
Toyota,Highlander,Dealer,39998,2019,"Cleveland East, OH",25000,4,black,Automatic,5TDJZRFHXKS608930,"6-cyl, Gas, 3.5L",Single Owner; New Tires,https://www.carmax.com/car/23156256
Toyota,Corolla,Dealer,21991,2020,Ken Ganley Toyota Pittsburgh,28251,4,Macadamia,Automatic,5YFEPRAE9LP041575,1.8L I4 16V MPFI DOHC,Used 2020 Toyota Corolla LE,https://www.cars.com/vehicledetail/356efa68-0818-416b-9061-1a7aca00af07/
Toyota,Corolla,Dealer,23632,2020,Mike Camlin Hyundai of Greensburg,30013,4,CELESTITE,Automatic,JTDS4RCE7LJ035822,2.0L I4 16V PDI DOHC,Used 2020 Toyota Corolla SE,https://www.cars.com/vehicledetail/29cbd6e8-50bf-4979-8d16-4df2593aa728/
Toyota,Corolla,Dealer,24998,2019,"Columbus Easton, OH",38000,4,black,Automatic,# JTNK4RBE9K3043050,"4-cyl, Gas, 1.8L",150K miles or 60 months of coverage available,https://www.carmax.com/car/22964898
Toyota,Camry,Dealer,29998,2018,"Columbus Easton, OH",38000,4,grey,Automatic,4T1B61HK9JU121151,"4-cyl, Gas, 2.5L",Fuel Efficient,https://www.carmax.com/car/22964799
Toyota,Rav4,Dealer,28998,2017," Columbus Easton, OH",31000,4,grey,Automatic,2T3RFREV9HW541943,"4-cyl, Gas, 2.5L",Low Miles Per Year,https://www.carmax.com/car/22990471
Toyota,Rav4,Dealer,36998,2019,"Columbus Easton, OH",43000,4,blue,Automatic,2T3J1RFV2KW003330,"4-cyl, Gas, 2.5L",150K miles or 60 months of coverage available,https://www.carmax.com/car/22085277
Toyota,Camry,Dealer,25880,2018,Pittsburgh,37511,4,White,Automatic,4T1B11HK2JU538058,2.5L I4 16V PDI DOHC,"Leather seats, headlight control - auto highbeam, keyless entry, LED Headlights, Sunroof/Moonroof, driver monitor, collision warning system, Rear Cross Traffic Alert",https://www.cars.com/vehicledetail/3aa2c4eb-bf21-46af-a725-88674bd7626c/
Toyota,Rav4,Dealer,18880,2013,Pittsburgh,73176,5,Black,Automatic,2T3RFREV5DW018669,2.5L I4 16V MPFI DOHC,"Backup Camera, Brake Assist, Stability Control, keyless entry, Sunroof/Moonroof",https://www.cars.com/vehicledetail/bdeb097b-cbb9-4d10-974a-c0cc1309bd66/
Toyota,Highlander,Dealer,37992,2019,Pittsburgh,31623,5,Predawn Gray Mica ,Automatic,5TDJZRFH7KS618900,3.5L V6 24V PDI DOHC,"Adaptive Cruise Control, Heated Seats, Navigation System, Power Liftgate, Leather Seats, Third Row Seating, Backup Camera, Brake Assist, Stability Control",https://www.cars.com/vehicledetail/b52ab5c2-d47f-4236-9b57-21f3bcfd331f/
Toyota,Camry,Dealer,25880,2018,"Pittsburgh, PA",37511,4,White,Automatic, 4T1B11HK2JU538058, 2.5L I4 16V PDI DOHC,"Convenience
Adaptive Cruise Control
Entertainment
Bluetooth
USB Port
Exterior
Alloy Wheels
Safety
Automatic Emergency Braking
Backup Camera
Blind Spot Monitor
Brake Assist
Lane Departure Warning
Stability Control
Seating
Leather Seats",https://www.cars.com/vehicledetail/3aa2c4eb-bf21-46af-a725-88674bd7626c/
Toyota,Corolla,Dealer,18200,2017,Pittsburgh,51906,4,Classic Silver Metallic ,Automatic,5YFBURHE4HP652591,1.8L I4 16V MPFI DOHC,"Adaptive cruise control, Bluetooth, USB port, backup camera, brake assist, lane departure warning, headlight control - auto high beam, LED Headlights, collision warning system, Automatic Emergency Braking",https://www.cars.com/vehicledetail/dbc6953d-db24-49ae-a027-3962090aa730/
Toyota,Corolla,Individual,17999,2015,"9545 PERRY HWY, PITTSBURGH, PA 15237",40662,4,Brown Sugar,Automatic,2T1BURHE0FC339020,1.8L 4-Cylinder Gas Engine,"Baierl Subaru is excited to offer this good-looking 2015 Toyota Corolla in Brown Sugar Metallic. This vehicle comes with the following features; Corolla LE, 4D Sedan, 1.8L I4 DOHC Dual VVT-i, CVT, FWD, ABS brakes, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control.",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=650813605&allListingType=all-cars&zip=15201&makeCodeList=TOYOTA&modelCodeList=COROL&state=PA&city=Pittsburgh&dma=&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fall-cars%3Fzip%3D15201%26makeCodeList%3DTOYOTA%26modelCodeList%3DCOROL&clickType=listing
Toyota,Rav4,Dealer,18880,2013,"Pittsburgh, PA",73176,4,Black,Automatic, 2T3RFREV5DW018669, 2.5L I4 16V MPFI DOHC,"Entertainment
Bluetooth
Exterior
Alloy Wheels
Safety
Backup Camera
Brake Assist
Stability Control",https://www.cars.com/vehicledetail/bdeb097b-cbb9-4d10-974a-c0cc1309bd66/
Toyota,Rav4,Dealer,16590,2009,Pittsburgh,81128,4,White,Automatic,JTMBF31V895014957,2.5L I4 16V MPFI DOHC,"Keyless start, bluetooth, sunroof/moonroof, backup camera, brake assist, stability control",https://www.cars.com/vehicledetail/f980dd82-d10f-4221-b0ae-a41a6f74371f/
Toyota,Corolla,Individual,13990,2011,N/A delivery,97894,4,Silver Exterior,Automatic,JTDBU4EE1B9153686,1.8L 4-Cylinder Gas Engine,"At Carvana, we want to help everyone Live Feelessly . That's why we never charge last-minute, bogus fees. We believe in treating you better--we think you should be able to get the right car at the right price without worrying about fees taking the joy from the ride. Plus, get your car delivered as soon as the next day with our Touchless Delivery process designed to keep you safe.
We work with various partners to recondition and photograph our vehicles. Our reconditioning partners perform the same 150-point inspection and apply the same standards as Carvana does at our own facilities.
NOTE: This vehicle must be ordered from one of our partners and is not currently in Carvana's possession.
7-Day Money Back Guarantee (400 mile limit and damage assessment apply) - 100 Day Bumper to Bumper Warranty - 150 Pt Inspection - No dealer or doc fees - We accept trades - Financing Available- Complete the purchase process entirely online - See our 5 Star Reviews at Carvana.com",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=655275077&allListingType=all-cars&zip=15201&makeCodeList=TOYOTA&modelCodeList=COROL&state=PA&city=Pittsburgh&dma=&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fall-cars%3Fzip%3D15201%26makeCodeList%3DTOYOTA%26modelCodeList%3DCOROL&clickType=spotlight
Toyota,Highlander,Individual,42381,2019,"1110 CLAIRTON BLVD, PITTSBURGH, PA 15236",19384,4,Blizzard Pearl Exterior,Automatic,5TDJZRFH4KS623651,3.5L 6-Cylinder Gas Engine,"2019 Toyota Highlander SE CARFAX One-Owner. Clean CARFAX. Highlander SE, 4D Sport Utility, 3.5L V6, 8-Speed Automatic Electronic with ECT-i, AWD, Black w/Leather Seat Trim, ABS brakes, Active Cruise Control, Alloy wheels, Black Roof Rails, Carpet Cargo Mat, Carpet Floor Mats, Carpet Mat Package (TMS), Door Edge Guards, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, LED Front Fog & Driving Lamp, Low tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Remote keyless entry, SE Package, Traction control.
Odometer is 13230 miles below market average!",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=656062104&location=&zip=15201&listingTypes=used&makeCodeList=TOYOTA&modelCodeList=HIGHLANDER&state=PA&city=Pittsburgh&dma=&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D15201%26listingTypes%3Dused%26makeCodeList%3DTOYOTA%26modelCodeList%3DHIGHLANDER&clickType=alpha
Toyota,Highlander,Dealer,37472,2019,"Monroeville, PA",27184,4,Predawn Gray Mica,Automatic, 5TDJZRFH3KS582249, 3.5L V6 24V PDI DOHC,"Convenience
Adaptive Cruise Control
Heated Seats
Navigation System
Power Liftgate
Entertainment
Bluetooth
Premium Sound System
Exterior
Alloy Wheels
Sunroof/Moonroof
Safety
Backup Camera
Brake Assist
Stability Control
Seating
Leather Seats
Third Row Seating",https://www.cars.com/vehicledetail/2420ecf1-7509-472e-aee4-93eaa1f5d5ea/
Toyota,Corolla,Dealer,14999,2011,Pittsburgh,49000,4,Tan,Automatic,2T1BU4EE3BC733936,1.8L I4 16V MPFI DOHC,"Brake assist, stability control, ",https://www.cars.com/vehicledetail/6f484332-2f6d-412e-961f-5ae937456231/
Toyota,Highlander,Individual,35197,2018,"2115 W Liberty Ave, Pittsburgh, PA 15216",28301,4,Midnight Black Metallic Exterior,Automatic,5TDJZRFH6JS550278,3.5L 6-Cylinder Gas Engine,"Odometer is 30485 miles below market average!
ABS brakes, Active Cruise Control, Electronic Stability Control, Exterior Parking Camera Rear, Front dual zone A/C, Front fog lights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, Low tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Radio: Entune Premium Audio w/Nav & App Suite, Remote keyless entry, Traction control, Wheels: 18"" Turbine-Look Alloy.
This vehicle is presented by Rohrich Lexus Luxury Pre-Owned Vehicles in Pittsburgh, PA- we are not only car people, but car advocates! We typically work best by appointment, so if you are considering this vehicle please give us a call or submit an inquiry at the portal on this page. Why? There is actually a chance this car may already be sold, or securely stored an off-site location. If the photos are not to your expectation, we are able to send you a personalized video of the car! We are minutes from the downtown area, and easily accessible from the Parkway, Route 51, Route 28, 279, and 79! We are your luxury dealership of choice for those in the greater Pittsburgh, West Virginia, Ohio, and Maryland areas. If you are located outside of our local area, we are able to ship the vehicle to your doorstep. However, this service is an additional fee and varies by location. Payment is required upfront and all aspects of the transaction must be handled in advance. Inquire within to start your buying process, we sell hundreds of vehicles out-of-state every year! When you purchase this Pre-Owned Vehicle from ROHRICH LEXUS on West Liberty Avenue, you'll receive the ROHRICH ADVANTAGE included in the purchase price. This includes: FREE Lifetime Oil & Filter Servicing // FREE Lifetime PA State Inspections // Complimentary Car Washes During Service Visits // A complimentary service loaner provided free of charge when your vehicle is in for servicing! // Most importantly, a 72 Hours/300 Mile Return Policy if you are not pleased with your vehicle purchase!
WE ARE ONE OF THE ORIGINAL LEXUS DEALERS IN AMERICA AND WE HAVE BEEN LOCALLY OWNED BY THE ROHRICH FAMILY SINCE 1938.",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652728075&location=&zip=15201&listingTypes=used&makeCodeList=TOYOTA&modelCodeList=HIGHLANDER&state=PA&city=Pittsburgh&dma=&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D15201%26listingTypes%3Dused%26makeCodeList%3DTOYOTA%26modelCodeList%3DHIGHLANDER&clickType=listing
